Account_id,Name,Timestamp,Credit/Debit,Amount
1204231,4W7,20/05/2014,C,$30 
1204232,2KD,05/09/2012,D,$23 
1204233,NP8,19/01/2012,C,$48 
1204234,>8I,27/10/2014,C,$7 
1204235,//X,10/02/2013,D,$50 
1204236,44N,10/01/2014,C,$35 
1204237,=3L,09/10/2014,D,$46 
1204238,V2L,10/07/2012,C,$8 
1204239,1,19/01/2013,C,$22 
1204240,HO/,04/06/2012,C,$35 
1204241,KZM,10/03/2012,D,$14 
1204242,QKK,23/09/2013,C,$46 
1204243,=>:,08/11/2012,C,$8 
1204244,N3M,24/09/2013,D,$31 
1204245,VCF,25/11/2014,C,$26 
1204246,N3E,02/04/2014,D,$30 
1204247,NK8,11/08/2014,C,$15 
1204248,ZTB,25/01/2013,C,$7 
1204249,HNQ,20/12/2013,C,$50 
1204250,H7N,23/07/2014,D,$29 
1204251,85T,22/04/2014,D,$49 
1204252,VZN,14/07/2014,C,$13 
1204253,BWU,01/09/2014,D,$3 
1204254,CWT,07/07/2012,C,$28 
1204255,/RS,22/11/2014,C,$18 
1204256,VTH,13/12/2013,D,$41 
1204257,7<H,11/09/2014,C,$27 
1204258,J@D,17/11/2012,D,$36 
1204259,-<4,22/08/2014,C,$5 
1204260,;3/,06/05/2014,C,$7 
1204261,97S,22/11/2014,C,$50 
1204262,K?P,13/10/2012,D,$19 
1204263,?S8,18/06/2013,C,$25 
1204264,<81,09/12/2014,C,$15 
1204265,-41320,01/01/2012,D,$22 
1204266,74Q,20/01/2014,C,$7 
1204267,PWV,09/10/2014,D,$17 
1204268,XV1,12/11/2014,C,$33 
1204269,0>7,07/09/2014,C,$43 
1204270,0V8,23/08/2013,C,$20 
1204271,7XG,15/07/2012,D,$42 
1204272,A/W,10/02/2012,D,$10 
1204273,BD4,17/02/2012,C,$39 
1204274,9X<,28/07/2014,D,$9 
1204275,C3:,02/12/2013,C,$17 
1204276,?AK,21/04/2012,C,$33 
1204277,1.00E+04,24/10/2012,D,$46 
1204278,B6C,05/03/2014,C,$6 
1204279,TD/,19/08/2012,D,$10 
1204280,<X:,10/01/2012,C,$38 
1204281,<YX,28/03/2013,C,$29 
1204282,I6@,18/06/2014,C,$22 
1204283,C0C,14/06/2012,D,$43 
1204284,@YJ,07/03/2014,C,$22 
1204285,3FW,28/05/2014,C,$15 
1204286,11J,17/01/2014,D,$5 
1204287,F8@,24/06/2012,C,$18 
1204288,3L8,13/05/2013,D,$47 
1204289,9S<,06/10/2012,C,$26 
1204290,KGF,16/02/2012,C,$23 
1204291,3YX,06/08/2014,C,$3 
1204292,;R2,24/08/2013,D,$13 
1204293,FGK,27/02/2012,D,$48 
1204294,UGS,05/02/2014,C,$45 
1204295,@5V,26/06/2012,D,$4 
1204296,6:N,03/10/2013,C,$50 
1204297,WA-,02/10/2012,C,$40 
1204298,QFC,18/05/2013,D,$18 
1204299,:-D,03/05/2013,C,$14 
1204300,PFW,16/06/2013,D,$2 
1204301,4FR,23/10/2013,C,$2 
1204302,GC/,21/05/2013,C,$32 
1204303,K5K,07/08/2012,C,$7 
1204304,R;8,25/04/2014,D,$11 
1204305,WB7,09/09/2013,C,$12 
1204306,VV6,14/02/2012,C,$11 
1204307,#NAME?,06/05/2012,D,$31 
1204308,2OV,08/12/2013,C,$45 
1204309,KS4,25/10/2012,D,$29 
1204310,VR-,26/08/2012,C,$33 
1204311,DN0,27/07/2013,C,$28 
1204312,LB9,06/06/2012,C,$10 
1204313,7>.,08/03/2014,D,$50 
1204314,XY4,12/04/2014,D,$20 
1204315,VH=,22/11/2014,C,$26 
1204316,AVO,02/09/2013,D,$50 
1204317,;/5,28/10/2013,C,$7 
1204318,;0W,06/04/2012,C,$13 
1204319,MXW,10/01/2013,D,$20 
1204320,H=Y,17/08/2013,C,$40 
1204321,XRZ,01/11/2012,D,$14 
1204322,Z;G,22/07/2013,C,$6 
1204323,.NC,25/08/2013,C,$49 
1204324,03/Jan,08/07/2013,C,$20 
1204325,U5R,13/03/2013,D,$10 
1204326,BWF,05/06/2013,C,$39 
1204327,PJ2,12/12/2013,C,$49 
1204328,63O,06/08/2012,D,$17 
1204329,6?R,23/08/2012,C,$36 
1204330,?CJ,17/10/2012,D,$19 
1204331,-/S,22/02/2014,C,$33 
1204332,SBN,05/06/2012,C,$29 
1204333,9W>,04/11/2012,C,$7 
1204334,HJ;,14/04/2012,D,$16 
1204335,.<3,26/06/2013,D,$18 
1204336,38V,23/07/2013,C,$38 
1204337,4A;,08/02/2014,D,$28 
1204338,6J:,16/04/2013,C,$35 
1204339,1F:,25/02/2014,C,$9 
1204340,5@2,18/04/2013,D,$23 
1204341,9ST,14/09/2013,C,$16 
1204342,QFN,28/10/2013,D,$27 
1204343,@3N,14/12/2013,C,$43 
1204344,SYH,25/07/2012,C,$1 
1204345,SSU,18/08/2014,C,$10 
1204346,@1O,21/08/2012,D,$6 
1204347,7GI,21/03/2014,C,$1 
1204348,E6-,11/06/2014,C,$11 
1204349,TTI,08/02/2012,D,$36 
1204350,<3P,17/02/2013,C,$22 
1204351,4Q<,28/08/2013,D,$13 
1204352,TQ=,19/06/2013,C,$28 
1204353,7H@,16/04/2014,C,$15 
1204354,?/4,23/02/2014,C,$27 
1204355,/UC,15/12/2013,D,$29 
1204356,MXK,22/03/2012,D,$19 
1204357,M:Q,24/07/2014,C,$15 
1204358,NY8,28/04/2014,D,$19 
1204359,VMA,13/06/2014,C,$13 
1204360,O-G,21/03/2013,C,$42 
1204361,-2D,01/10/2014,D,$40 
1204362,LV/,06/07/2013,C,$21 
1204363,WKH,23/08/2014,D,$17 
1204364,BX6,02/10/2012,C,$25 
1204365,YBA,14/07/2014,C,$45 
1204366,;8.,13/11/2012,C,$43 
1204367,G8>,27/06/2012,D,$6 
1204368,:XK,19/07/2013,C,$19 
1204369,DI/,21/06/2012,C,$30 
1204370,=?P,27/06/2012,D,$30 
1204371,>61,06/01/2012,C,$50 
1204372,Y?/,27/11/2012,D,$49 
1204373,EB;,19/08/2014,C,$30 
1204374,MMQ,10/02/2014,C,$7 
1204375,38H,15/09/2013,C,$50 
1204376,U?<,03/07/2012,D,$7 
1204377,ZR=,09/06/2013,D,$5 
1204378,Q84,28/10/2013,C,$48 
1204379,H7U,17/06/2014,D,$20 
1204380,DMC,23/07/2013,C,$2 
1204381,?O3,12/09/2012,C,$2 
1204382,V:L,11/12/2012,D,$49 
1204383,<YZ,25/11/2014,C,$49 
1204384,LMS,22/01/2013,D,$7 
1204385,M1K,26/09/2014,C,$48 
1204386,N>Q,12/01/2013,C,$45 
1204387,UOG,06/06/2012,C,$30 
1204388,760,28/01/2013,D,$41 
1204389,CJX,05/01/2013,C,$34 
1204390,G01,10/01/2013,C,$10 
1204391,PE-,03/01/2013,D,$5 
1204392,G?J,10/05/2014,C,$31 
1204393,NZ0,19/11/2013,D,$12 
1204394,:;I,24/12/2014,C,$50 
1204395,3;;,05/07/2014,C,$28 
1204396,U.F,13/02/2013,C,$50 
1204397,7A;,27/07/2014,D,$16 
1204398,:>2,10/11/2012,D,$49 
1204399,T0E,15/02/2012,C,$15 
1204400,@S:,12/12/2012,D,$26 
1204401,@@X,12/02/2012,C,$1 
1204402,G@B,11/03/2013,C,$25 
1204403,V97,12/03/2013,D,$28 
1204404,GG0,10/09/2014,C,$3 
1204405,:46,17/11/2012,D,$44 
1204406,TGB,13/10/2014,C,$50 
1204407,.MP,05/05/2012,C,$35 
1204408,LDI,26/06/2012,C,$6 
1204409,8N6,17/09/2012,D,$17 
1204410,6JV,01/12/2013,C,$9 
1204411,3VX,07/03/2014,C,$3 
1204412,.4V,21/09/2013,D,$46 
1204413,E/T,18/08/2014,C,$47 
1204414,OR>,05/05/2014,D,$3 
1204415,@W7,01/02/2013,C,$44 
1204416,NUV,15/12/2012,C,$2 
1204417,;M4,16/11/2013,C,$41 
1204418,T67,22/03/2012,D,$36 
1204419,F9H,16/08/2012,D,$21 
1204420,6Y-,04/05/2014,C,$38 
1204421,0E:,16/04/2013,D,$34 
1204422,6ML,26/06/2014,C,$5 
1204423,DE-,02/12/2013,C,$5 
1204424,36,08/06/2014,D,$42 
1204425,BYR,16/03/2013,C,$40 
1204426,KZH,09/03/2014,D,$40 
1204427,=?.,07/01/2013,C,$2 
1204428,P9B,18/10/2014,C,$37 
1204429,DIG,27/01/2014,C,$26 
1204430,5FM,16/05/2012,D,$42 
1204431,:ZY,13/02/2012,C,$43 
1204432,/KR,15/06/2014,C,$19 
1204433,U@:,26/07/2014,D,$35 
1204434,?IY,03/05/2013,C,$4 
1204435,9EI,26/07/2014,D,$19 
1204436,1,28/03/2012,C,$2 
1204437,LY=,16/08/2014,C,$25 
1204438,5<-,23/09/2012,C,$45 
1204439,2?O,20/05/2013,D,$10 
1204440,8KU,11/05/2014,D,$20 
1204441,?T4,11/06/2014,C,$45 
1204442,K3O,06/01/2012,D,$16 
1204443,JZ:,10/10/2013,C,$28 
1204444,X7=,07/09/2013,C,$48 
1204445,D?Y,04/09/2012,D,$5 
1204446,U17,11/10/2012,C,$30 
1204447,4-E,02/05/2012,D,$19 
1204448,5DA,17/07/2014,C,$33 
1204449,60=,28/01/2014,C,$41 
1204450,D:T,06/11/2014,C,$47 
1204451,WL?,03/06/2013,D,$20 
1204452,@55,01/02/2014,C,$21 
1204453,:1?,14/05/2012,C,$24 
1204454,H4T,25/08/2014,D,$31 
1204455,#NAME?,09/10/2013,C,$44 
1204456,VE<,24/03/2014,D,$38 
1204457,ECY,16/02/2012,C,$50 
1204458,54R,12/12/2012,C,$43 
1204459,EHB,09/10/2014,C,$33 
1204460,WJ3,19/09/2012,D,$38 
1204461,>DU,15/11/2012,D,$36 
1204462,4NK,13/04/2012,C,$19 
1204463,8XO,28/09/2012,D,$20 
1204464,XZ6,15/09/2012,C,$6 
1204465,2F?,13/10/2013,C,$41 
1204466,/99,04/10/2014,D,$49 
1204467,0FS,12/07/2014,C,$15 
1204468,YX8,14/07/2013,D,$41 
1204469,ELE,14/02/2014,C,$15 
1204470,;T@,26/01/2014,C,$25 
1204471,7G-,20/08/2012,C,$20 
1204472,ODJ,18/08/2014,D,$4 
1204473,LJP,06/08/2014,C,$41 
1204474,Z8/,13/05/2012,C,$9 
1204475,2A>,10/07/2012,D,$1 
1204476,IY4,11/03/2012,C,$20 
1204477,XNX,27/11/2012,D,$36 
1204478,X-P,25/04/2014,C,$24 
1204479,OPC,04/02/2012,C,$44 
1204480,7W4,27/01/2014,C,$48 
1204481,XAO,27/03/2013,D,$47 
1204482,CUE,28/06/2014,D,$12 
1204483,RAG,28/06/2014,C,$7 
1204484,H5V,22/07/2012,D,$13 
1204485,>-@,02/09/2014,C,$16 
1204486,71T,22/09/2014,C,$46 
1204487,V-?,04/07/2014,D,$3 
1204488,X@O,23/05/2013,C,$29 
1204489,3X=,06/10/2014,D,$41 
1204490,47A,15/02/2014,C,$17 
1204491,HYA,12/06/2013,C,$2 
1204492,F8B,27/08/2014,C,$38 
1204493,G3.,18/04/2012,D,$16 
1204494,XCL,25/07/2013,C,$9 
1204495,05Q,11/09/2013,C,$35 
1204496,>BG,18/07/2012,D,$32 
1204497,G5K,19/04/2014,C,$32 
1204498,1V4,11/07/2013,D,$26 
1204499,AGR,24/01/2012,C,$29 
1204500,EM/,01/02/2014,C,$28 
1204501,S:9,02/03/2012,C,$27 
1204502,6XN,25/02/2012,D,$21 
1204503,=.-,22/10/2014,D,$50 
1204504,0OI,04/05/2012,C,$19 
1204505,:K.,26/01/2013,D,$15 
1204506,H9O,16/03/2012,C,$42 
1204507,-=?,27/03/2013,C,$15 
1204508,0A7,06/12/2014,D,$29 
1204509,GR=,18/01/2013,C,$42 
1204510,51?,16/06/2014,D,$21 
1204511,@>B,01/02/2014,C,$26 
1204512,J/;,06/01/2014,C,$33 
1204513,4V:,08/10/2014,C,$31 
1204514,;6R,26/04/2013,D,$6 
1204515,7><,24/12/2014,C,$13 
1204516,MFK,01/06/2012,C,$3 
1204517,A=1,10/02/2013,D,$24 
1204518,Y/F,26/11/2014,C,$33 
1204519,OUK,28/05/2013,D,$28 
1204520,>2P,22/12/2013,C,$48 
1204521,C3G,04/11/2013,C,$28 
1204522,6=6,01/08/2013,C,$21 
1204523,:8Q,14/10/2014,D,$9 
1204524,WQ<,25/04/2014,D,$35 
1204525,?K-,28/03/2013,C,$15 
1204526,YRJ,07/06/2012,D,$36 
1204527,0F8,20/06/2013,C,$45 
1204528,7DU,10/07/2012,C,$43 
1204529,Z6<,05/09/2014,D,$40 
1204530,>@I,09/08/2012,C,$49 
1204531,;B9,15/04/2013,D,$15 
1204532,LUX,23/05/2014,C,$14 
1204533,QZO,20/03/2013,C,$48 
1204534,DI0,02/03/2013,C,$43 
1204535,M25,09/10/2014,D,$21 
1204536,5KU,26/02/2014,C,$7 
1204537,O;S,09/01/2012,C,$41 
1204538,Q6W,26/09/2014,D,$34 
1204539,:DA,11/12/2012,C,$7 
1204540,B.D,25/12/2013,D,$19 
1204541,>-2,01/09/2012,C,$40 
1204542,RXO,02/02/2012,C,$32 
1204543,U3G,13/04/2012,C,$42 
1204544,JYW,26/03/2014,D,$8 
1204545,7=7,27/03/2012,D,$10 
1204546,YQM,03/12/2014,C,$35 
1204547,C?M,17/06/2012,D,$49 
1204548,OS4,18/04/2014,C,$19 
1204549,L1?,02/04/2014,C,$42 
1204550,LGK,08/04/2013,D,$47 
1204551,<FT,23/07/2012,C,$8 
1204552,V60,13/03/2012,D,$16 
1204553,#NAME?,07/04/2014,C,$9 
1204554,I;J,15/11/2012,C,$18 
1204555,HIP,17/09/2013,C,$36 
1204556,ZND,23/09/2014,D,$4 
1204557,69K,15/06/2014,C,$21 
1204558,6E<,13/07/2012,C,$1 
1204559,O=C,14/04/2014,D,$47 
1204560,78I,18/06/2013,C,$5 
1204561,6MM,21/08/2012,D,$6 
1204562,738,18/01/2014,C,$39 
1204563,MH?,04/02/2013,C,$47 
1204564,1ID,18/02/2012,C,$38 
1204565,/D/,05/03/2014,D,$45 
1204566,PH3,20/12/2014,D,$38 
1204567,88N,24/11/2013,C,$24 
1204568,L.L,04/07/2013,D,$46 
1204569,<:4,26/01/2013,C,$44 
1204570,;DF,20/11/2014,C,$5 
1204571,A:5,18/12/2013,D,$44 
1204572,RGG,02/08/2014,C,$41 
1204573,RA6,13/10/2013,D,$24 
1204574,L;R,27/05/2014,C,$6 
1204575,SFZ,22/04/2014,C,$22 
1204576,.JS,14/11/2014,C,$43 
1204577,EM9,12/03/2014,D,$8 
1204578,Z;C,04/06/2012,C,$18 
1204579,7?/,07/06/2013,C,$41 
1204580,CDF,27/11/2013,D,$20 
1204581,/7C,12/08/2013,C,$44 
1204582,0Z=,18/03/2013,D,$23 
1204583,E5-,01/12/2012,C,$5 
1204584,5N1,24/04/2014,C,$27 
1204585,UPZ,04/02/2014,C,$8 
1204586,LOQ,21/10/2013,D,$49 
1204587,NOW,20/04/2012,D,$16 
1204588,;5?,03/04/2013,C,$31 
1204589,Q7R,02/08/2014,D,$21 
1204590,GIZ,25/01/2012,C,$32 
1204591,1@J,03/03/2013,C,$11 
1204592,;90,04/07/2012,D,$33 
1204593,YVY,14/03/2012,C,$4 
1204594,EB/,06/05/2013,D,$15 
1204595,F1M,12/09/2012,C,$47 
1204596,XT5,26/03/2013,C,$29 
1204597,G5<,01/06/2012,C,$17 
1204598,-0P,04/03/2012,D,$34 
1204599,UV@,16/03/2012,C,$30 
1204600,HL6,24/04/2014,C,$3 
1204601,ZU9,02/01/2014,D,$50 
1204602,U>7,24/06/2014,C,$5 
1204603,CYO,12/05/2014,D,$6 
1204604,:<3,15/06/2014,C,$18 
1204605,G:Z,26/02/2012,C,$23 
1204606,QT5,18/02/2014,C,$40 
1204607,VGN,21/05/2014,D,$38 
1204608,F3?,17/10/2014,D,$48 
1204609,2:<,06/06/2013,C,$38 
1204610,IL?,05/02/2014,D,$19 
1204611,XM>,13/10/2014,C,$47 
1204612,?S;,25/12/2013,C,$22 
1204613,4AJ,10/07/2014,D,$12 
1204614,C3K,04/11/2013,C,$23 
1204615,I=R,13/08/2014,D,$42 
1204616,KM=,15/03/2012,C,$27 
1204617,HTW,28/11/2012,C,$50 
1204618,5/T,10/12/2012,C,$32 
1204619,PTO,08/08/2013,D,$30 
1204620,F;5,21/03/2014,C,$16 
1204621,1@H,21/12/2012,C,$18 
1204622,M?N,21/11/2012,D,$31 
1204623,?6E,20/11/2013,C,$12 
1204624,@TQ,06/01/2012,D,$20 
1204625,/CP,13/08/2012,C,$45 
1204626,/-H,01/01/2012,C,$8 
1204627,59:00:00,16/01/2014,C,$23 
1204628,>=>,24/04/2013,D,$1 
1204629,.ZT,20/03/2014,D,$38 
1204630,T7Y,05/12/2013,C,$36 
1204631,1:E,19/02/2013,D,$5 
1204632,?<H,10/08/2014,C,$47 
1204633,1W4,25/11/2014,C,$36 
1204634,O/K,14/07/2012,D,$25 
1204635,KU;,20/05/2014,C,$32 
1204636,7?T,03/10/2012,D,$39 
1204637,6/>,14/01/2014,C,$1 
1204638,MH.,12/06/2014,C,$19 
1204639,N>I,22/09/2013,C,$10 
1204640,-?2,22/07/2013,D,$21 
1204641,=Z=,27/08/2013,C,$41 
1204642,77;,18/08/2014,C,$11 
1204643,I39,21/09/2014,D,$1 
1204644,A3:,15/12/2012,C,$24 
1204645,WAJ,21/03/2012,D,$14 
1204646,XPY,28/07/2012,C,$46 
1204647,C@2,23/12/2013,C,$22 
1204648,<T/,10/12/2013,C,$39 
1204649,BTL,03/06/2014,D,$45 
1204650,7KF,22/06/2013,D,$39 
1204651,3R1,13/01/2013,C,$24 
1204652,O><,23/09/2013,D,$41 
1204653,U/9,06/05/2012,C,$18 
1204654,8XZ,26/08/2014,C,$36 
1204655,YGD,16/01/2013,D,$8 
1204656,4BP,20/10/2014,C,$18 
1204657,<TI,10/11/2014,D,$42 
1204658,.D:,13/04/2013,C,$30 
1204659,M8U,13/08/2013,C,$39 
1204660,=:=,03/03/2013,C,$43 
1204661,VE4,06/03/2013,D,$27 
1204662,>I;,21/03/2012,C,$1 
1204663,SKA,13/10/2013,C,$6 
1204664,HT4,05/09/2014,D,$22 
1204665,9F6,15/06/2012,C,$25 
1204666,EIX,22/04/2014,D,$42 
1204667,MLY,28/03/2013,C,$41 
1204668,;=T,17/03/2013,C,$34 
1204669,HSL,23/06/2014,C,$29 
1204670,CJ.,24/04/2012,D,$13 
1204671,S/X,05/09/2012,D,$45 
1204672,77<,08/02/2012,C,$40 
1204673,VP8,09/11/2013,D,$11 
1204674,1U=,13/08/2013,C,$22 
1204675,EU5,16/09/2014,C,$2 
1204676,R0Q,13/10/2014,D,$49 
1204677,5X4,04/12/2012,C,$10 
1204678,RA8,20/01/2014,D,$15 
1204679,KC2,11/12/2014,C,$5 
1204680,D@9,02/07/2014,C,$25 
1204681,1:;,15/03/2012,C,$46 
1204682,>XE,15/11/2014,D,$37 
1204683,YXD,04/05/2014,C,$27 
1204684,NKL,24/10/2012,C,$22 
1204685,NXG,16/03/2012,D,$26 
1204686,4MK,21/06/2014,C,$39 
1204687,Y<Q,22/10/2012,D,$33 
1204688,5U7,20/09/2012,C,$49 
1204689,IYN,04/09/2014,C,$13 
1204690,>U0,27/04/2012,C,$9 
1204691,9:O,01/12/2012,D,$35 
1204692,ZLB,14/07/2013,D,$33 
1204693,TWH,04/11/2013,C,$21 
1204694,V8K,15/08/2013,D,$20 
1204695,AVZ,12/03/2013,C,$22 
1204696,HZ1,14/12/2014,C,$21 
1204697,0,14/12/2013,D,$42 
1204698,6US,26/09/2012,C,$9 
1204699,ACN,11/06/2012,D,$36 
1204700,49W,21/08/2012,C,$6 
1204701,2H=,28/06/2014,C,$30 
1204702,TN8,22/03/2014,C,$17 
1204703,GI:,27/02/2014,D,$40 
1204704,GVL,17/06/2012,C,$36 
1204705,SS;,17/03/2014,C,$49 
1204706,Z<:,10/02/2013,D,$34 
1204707,11O,11/12/2014,C,$30 
1204708,8YD,15/11/2013,D,$38 
1204709,V/<,09/02/2012,C,$27 
1204710,D>C,07/04/2014,C,$12 
1204711,GLR,14/10/2013,C,$36 
1204712,FI2,27/06/2013,D,$7 
1204713,EKN,19/05/2014,D,$42 
1204714,G8T,28/11/2012,C,$19 
1204715,DMT,16/10/2013,D,$19 
1204716,OYL,10/10/2012,C,$28 
1204717,HY>,11/07/2013,C,$45 
1204718,BDW,28/05/2013,D,$34 
1204719,1VF,20/01/2013,C,$14 
1204720,H2C,23/10/2014,D,$12 
1204721,.??,09/03/2012,C,$30 
1204722,TXU,09/10/2014,C,$41 
1204723,LBT,24/04/2012,C,$7 
1204724,R?9,25/06/2013,D,$8 
1204725,G.;,19/01/2012,C,$10 
1204726,E;5,13/11/2012,C,$46 
1204727,?JQ,08/11/2012,D,$3 
1204728,PY:,07/06/2014,C,$16 
1204729,8NP,01/07/2012,D,$10 
1204730,KKH,15/12/2012,C,$16 
1204731,5FG,14/01/2012,C,$12 
1204732,U:H,23/05/2014,C,$14 
1204733,@V2,11/05/2014,D,$13 
1204734,3Q-,27/05/2013,D,$9 
1204735,@XF,06/02/2013,C,$19 
1204736,GJZ,03/09/2012,D,$11 
1204737,@EP,13/01/2013,C,$7 
1204738,>BP,02/03/2014,C,$38 
1204739,LP4,02/08/2012,D,$23 
1204740,>?=,22/01/2013,C,$45 
1204741,ZEC,03/08/2014,D,$18 
1204742,K/6,16/08/2013,C,$27 
1204743,V0K,14/04/2012,C,$41 
1204744,A;;,25/04/2013,C,$48 
1204745,T-.,15/12/2013,D,$42 
1204746,61;,06/02/2013,C,$13 
1204747,N;J,06/05/2013,C,$41 
1204748,D4.,27/02/2014,D,$5 
1204749,H>C,10/07/2013,C,$9 
1204750,U@5,02/10/2014,D,$48 
1204751,/?P,19/11/2013,C,$30 
1204752,=6W,27/03/2013,C,$42 
1204753,O9X,11/03/2014,C,$9 
1204754,UV0,20/02/2013,D,$4 
1204755,T4A,03/03/2013,D,$23 
1204756,.4Q,27/08/2014,C,$21 
1204757,X9W,10/11/2014,D,$35 
1204758,AQ5,15/03/2013,C,$44 
1204759,SB=,23/08/2014,C,$7 
1204760,N50,11/03/2012,D,$37 
1204761,?-Y,17/01/2014,C,$47 
1204762,>;F,20/02/2013,D,$48 
1204763,W0I,22/08/2014,C,$28 
1204764,P=I,14/09/2013,C,$26 
1204765,30U,28/09/2013,C,$42 
1204766,JKY,11/07/2014,D,$6 
1204767,#NAME?,28/05/2014,C,$13 
1204768,71D,25/11/2014,C,$14 
1204769,/ZT,10/05/2013,D,$32 
1204770,L>Z,13/04/2013,C,$30 
1204771,LVU,03/02/2012,D,$11 
1204772,/SJ,17/02/2014,C,$10 
1204773,J1=,28/01/2013,C,$46 
1204774,66J,20/12/2012,C,$13 
1204775,<GL,23/03/2012,D,$24 
1204776,?7X,02/11/2014,D,$13 
1204777,VW@,16/11/2012,C,$2 
1204778,UAR,18/12/2014,D,$12 
1204779,1K3,12/05/2012,C,$16 
1204780,D>5,11/09/2014,C,$22 
1204781,>3G,11/07/2014,D,$16 
1204782,T=L,22/09/2013,C,$6 
1204783,?ZE,04/08/2012,D,$17 
1204784,GHF,08/11/2014,C,$2 
1204785,6/H,21/08/2014,C,$5 
1204786,R.K,14/08/2014,C,$21 
1204787,6LK,13/05/2012,D,$22 
1204788,?Y7,07/07/2013,C,$11 
1204789,1L?,28/05/2014,C,$24 
1204790,NZ.,04/11/2012,D,$15 
1204791,5R<,28/12/2013,C,$23 
1204792,S5A,13/01/2013,D,$30 
1204793,?S2,20/02/2014,C,$12 
1204794,SW2,23/07/2013,C,$45 
1204795,8R9,26/03/2013,C,$28 
1204796,DKZ,06/05/2013,D,$18 
1204797,9MI,11/05/2012,D,$43 
1204798,6OP,18/01/2012,C,$22 
1204799,VIL,14/04/2012,D,$7 
1204800,<S2,11/07/2014,C,$20 
1204801,.W2,03/06/2014,C,$22 
1204802,BRN,28/01/2013,D,$1 
1204803,V5L,07/01/2014,C,$46 
1204804,@OV,12/12/2014,D,$42 
1204805,.WI,16/04/2014,C,$8 
1204806,ECT,03/04/2014,C,$25 
1204807,2KI,22/07/2012,C,$5 
1204808,I9>,03/05/2014,D,$5 
1204809,Q7A,11/08/2013,C,$40 
1204810,/A=,19/11/2013,C,$1 
1204811,RKJ,11/06/2013,D,$32 
1204812,5IQ,26/04/2014,C,$5 
1204813,X27,24/03/2014,D,$45 
1204814,K;Q,22/12/2012,C,$16 
1204815,P1Y,21/03/2014,C,$28 
1204816,4FX,26/01/2014,C,$43 
1204817,SK>,03/10/2014,D,$14 
1204818,=I@,14/10/2014,D,$13 
1204819,BL@,13/09/2012,C,$43 
1204820,I.D,24/03/2012,D,$43 
1204821,A9C,27/01/2014,C,$13 
1204822,HYB,25/07/2014,C,$28 
1204823,W56,09/06/2013,D,$32 
1204824,4FK,21/11/2013,C,$48 
1204825,HWP,16/02/2012,D,$32 
1204826,M:T,24/01/2012,C,$1 
1204827,=4V,23/11/2014,C,$11 
1204828,1;D,09/01/2014,C,$3 
1204829,#NAME?,11/10/2012,D,$40 
1204830,NO9,05/02/2012,C,$42 
1204831,FWH,27/02/2012,C,$27 
1204832,5:/,21/10/2014,D,$19 
1204833,2H4,22/09/2012,C,$41 
1204834,.I5,02/03/2012,D,$37 
1204835,Z/@,10/09/2013,C,$26 
1204836,J7;,21/10/2012,C,$25 
1204837,T9X,05/07/2012,C,$14 
1204838,MS<,21/02/2013,D,$13 
1204839,Q>5,19/09/2012,D,$40 
1204840,UTD,26/02/2014,C,$14 
1204841,?6X,08/03/2012,D,$19 
1204842,KB.,18/07/2012,C,$46 
1204843,HPL,18/07/2013,C,$45 
1204844,4RZ,07/05/2012,D,$48 
1204845,1201208,09/04/2014,C,$3 
1204846,1TC,04/05/2012,D,$4 
1204847,K@:,14/03/2013,C,$28 
1204848,AR4,02/03/2012,C,$23 
1204849,THC,16/07/2013,C,$40 
1204850,2/@,24/02/2013,D,$15 
1204851,V0R,24/09/2012,C,$11 
1204852,@U8,08/09/2014,C,$19 
1204853,N<Z,26/04/2012,D,$30 
1204854,0-X,04/02/2013,C,$50 
1204855,12L,09/02/2014,D,$10 
1204856,W:-,05/02/2012,C,$43 
1204857,?ES,15/03/2013,C,$50 
1204858,NBS,20/09/2013,C,$21 
1204859,J-N,15/03/2013,D,$8 
1204860,P44,23/03/2012,D,$49 
1204861,65I,14/06/2014,C,$35 
1204862,XK/,14/09/2014,D,$21 
1204863,1QB,16/02/2014,C,$14 
1204864,EZG,21/04/2013,C,$20 
1204865,<AL,27/09/2013,D,$44 
1204866,F0J,24/11/2013,C,$8 
1204867,YJS,11/04/2013,D,$40 
1204868,H86,26/12/2014,C,$30 
1204869,G7S,12/04/2013,C,$23 
1204870,5AY,22/12/2013,C,$2 
1204871,JDT,03/02/2014,D,$29 
1204872,MQS,11/04/2013,C,$32 
1204873,M2@,19/03/2014,C,$12 
1204874,98I,07/07/2012,D,$50 
1204875,F2T,08/04/2014,C,$22 
1204876,S9N,13/02/2013,D,$23 
1204877,CGS,09/08/2013,C,$9 
1204878,3AD,04/06/2014,C,$18 
1204879,9Y7,03/01/2012,C,$21 
1204880,I70,10/10/2012,D,$8 
1204881,1BQ,11/12/2012,D,$15 
1204882,NTQ,27/10/2013,C,$6 
1204883,TF0,04/01/2013,D,$29 
1204884,4MT,26/01/2014,C,$25 
1204885,FNA,25/04/2014,C,$28 
1204886,K.J,04/08/2013,D,$7 
1204887,8YV,26/11/2012,C,$36 
1204888,HM.,15/05/2013,D,$47 
1204889,?85,14/08/2013,C,$20 
1204890,2J8,01/08/2014,C,$39 
1204891,Y=5,09/05/2014,C,$9 
1204892,8/A,19/04/2013,D,$5 
1204893,:;1,03/11/2013,C,$24 
