Account_id,Name,Channel,Timestamp,Credit/Debit,Amount
1204045,M0;,branch,19/07/2013,C,$23
1204046,5;=,mobile,01/02/2014,D,$2
1204047,7M8,mobile,10/10/2014,C,$24
1204048,:47,mobile,20/05/2012,D,$12
1204049,:61,online,16/02/2012,C,$20
1204050,/1L,online,25/07/2013,C,$36
1204051,K-F,online,18/03/2014,C,$29
1204052,E@F,online,07/12/2012,D,$11
1204053,W9E,mobile,08/10/2014,C,$1
1204054,RQW,mobile,23/08/2012,C,$50
1204055,5HR,online,13/01/2014,D,$47
1204056,4Z0,mobile,24/04/2013,C,$5
1204057,=OO,branch,24/08/2012,D,$42
1204058,/VA,mobile,20/04/2014,C,$1
1204059,A?3,mobile,25/01/2014,C,$8
1204060,7GA,mobile,18/06/2014,C,$33
1204061,NJ0,online,11/02/2013,D,$46
1204062,32>,online,12/11/2013,D,$17
1204063,COL,online,22/05/2014,C,$12
1204064,OY@,online,21/05/2014,D,$6
1204065,1WG,mobile,19/01/2014,C,$4
1204066,B78,mobile,26/06/2014,C,$11
1204067,?=G,online,21/06/2013,D,$31
1204068,QH8,mobile,05/02/2014,C,$39
1204069,NND,branch,23/02/2012,D,$36
1204070,/BU,mobile,13/12/2012,C,$27
1204071,76=,mobile,15/10/2012,C,$31
1204072,V-H,online,02/01/2012,C,$46
1204073,.GW,mobile,20/06/2013,D,$27
1204074,2VT,branch,11/11/2013,C,$25
1204075,K=R,mobile,23/02/2012,C,$39
1204076,S9>,mobile,27/06/2012,D,$40
1204077,D0O,mobile,16/08/2013,C,$11
1204078,-CD,online,06/05/2013,D,$50
1204079,0.;,online,15/03/2013,C,$36
1204080,0PD,online,15/10/2014,C,$13
1204081,C3M,online,14/10/2012,C,$46
1204082,2MY,mobile,16/12/2014,D,$14
1204083,9VM,mobile,20/05/2013,D,$34
1204084,SOX,online,19/12/2014,C,$13
1204085,W3J,mobile,18/08/2012,D,$42
1204086,TA5,branch,05/08/2012,C,$27
1204087,:R6,mobile,08/03/2014,C,$21
1204088,6FY,mobile,25/08/2012,D,$19
1204089,DMC,mobile,23/07/2012,C,$42
1204090,OSR,online,01/01/2012,D,$43
1204091,-EM,online,15/06/2014,C,$13
1204092,F4/,online,23/07/2013,C,$15
1204093,6D/,online,11/04/2014,C,$32
1204094,65N,mobile,01/11/2012,D,$41
1204095,MUS,mobile,17/08/2013,C,$48
1204096,6WJ,online,11/09/2013,C,$26
1204097,1>V,mobile,16/09/2012,D,$46
1204098,K3?,branch,24/08/2014,C,$7
1204099,JH=,mobile,04/11/2013,D,$44
1204100,R2>,mobile,12/10/2012,C,$12
1204101,-PN,online,27/11/2012,C,$39
1204102,3;4,mobile,25/08/2012,C,$14
1204103,K5J,branch,11/06/2013,D,$32
1204104,1X-,mobile,14/09/2013,D,$18
1204105,C<P,mobile,19/08/2013,C,$27
1204106,@JH,mobile,09/04/2014,D,$14
1204107,?EO,online,23/01/2014,C,$29
1204108,=6P,online,07/09/2014,C,$24
1204109,EGH,online,28/02/2014,D,$22
1204110,J@/,online,07/10/2013,C,$13
1204111,4M@,mobile,05/12/2012,D,$5
1204112,8A?,mobile,14/03/2013,C,$40
1204113,D:S,online,14/03/2013,C,$3
1204114,;JV,mobile,04/12/2014,C,$36
1204115,UGC,branch,12/08/2014,D,$17
1204116,HGD,mobile,06/01/2014,C,$19
1204117,ZUJ,mobile,09/12/2013,C,$40
1204118,ISY,mobile,27/02/2014,D,$4
1204119,A>:,online,07/03/2012,C,$45
1204120,0ZF,online,06/07/2013,D,$31
1204121,EG-,online,08/01/2013,C,$16
1204122,S0;,online,22/07/2013,C,$11
1204123,9N=,mobile,16/10/2014,C,$2
1204124,9QK,mobile,28/08/2012,D,$4
1204125,ZAE,online,11/12/2012,D,$6
1204126,1Z0,mobile,15/02/2014,C,$10
1204127,APW,branch,09/01/2014,D,$20
1204128,G@H,mobile,17/08/2012,C,$17
1204129,.1C,mobile,05/01/2013,C,$12
1204130,HLN,online,02/01/2013,D,$3
1204131,.Z.,mobile,25/06/2013,C,$31
1204132,WX0,branch,24/11/2012,D,$13
1204133,2@/,mobile,05/04/2013,C,$29
1204134,I?Z,mobile,20/09/2014,C,$21
1204135,<SM,mobile,14/02/2014,C,$9
1204136,M;4,online,20/05/2012,D,$29
1204137,8S/,online,10/11/2014,C,$43
1204138,8T:,online,18/03/2014,C,$1
1204139,H@G,online,10/02/2012,D,$43
1204140,/:A,mobile,15/10/2014,C,$40
1204141,?33,mobile,15/03/2013,D,$39
1204142,RY1,online,11/10/2012,C,$39
1204143,PUA,mobile,10/01/2012,C,$37
1204144,BT/,branch,06/12/2013,C,$28
1204145,NLT,mobile,16/06/2014,D,$45
1204146,MNM,mobile,13/08/2012,D,$7
1204147,HD8,mobile,08/09/2012,C,$29
1204148,U5Z,online,24/04/2012,D,$3
1204149,DYW,online,25/09/2013,C,$43
1204150,4.U,online,12/05/2014,C,$37
1204151,G/B,online,13/02/2012,D,$43
1204152,V.C,mobile,13/05/2013,C,$4
1204153,XCV,mobile,17/01/2012,D,$44
1204154,Z62,online,22/11/2013,C,$33
1204155,XB9,mobile,18/12/2012,C,$33
1204156,ZGM,branch,08/10/2014,C,$11
1204157,8-W,mobile,18/02/2014,D,$39
1204158,A6=,mobile,03/05/2013,C,$27
1204159,7?L,online,02/11/2014,C,$32
1204160,SOL,mobile,24/05/2013,D,$2
1204161,OR@,branch,10/12/2014,C,$18
1204162,ZIJ,mobile,26/03/2012,D,$26
1204163,X-1,mobile,27/05/2012,C,$45
1204164,<8A,mobile,09/04/2012,C,$31
1204165,9LG,online,12/01/2012,C,$46
1204166,DAJ,online,17/05/2012,D,$25
1204167,<5Z,online,12/02/2012,D,$42
1204168,E=M,online,01/12/2013,C,$42
1204169,/UB,mobile,13/04/2013,D,$44
1204170,58-,mobile,14/10/2012,C,$39
1204171,P7A,online,20/02/2014,C,$39
1204172,XGC,mobile,14/03/2013,D,$39
1204173,90<,branch,13/05/2014,C,$18
1204174,;5<,mobile,04/02/2014,D,$19
1204175,XO9,mobile,21/11/2014,C,$14
1204176,V6B,mobile,15/05/2014,C,$38
1204177,6/B,online,09/09/2013,C,$30
1204178,3:M,online,09/03/2014,D,$44
1204179,M3I,online,19/07/2012,C,$39
1204180,JT4,online,24/04/2012,C,$1
1204181,=AF,mobile,13/04/2013,D,$40
1204182,5MZ,mobile,19/05/2012,C,$20
1204183,@E6,online,18/04/2012,D,$38
1204184,W--,mobile,23/06/2013,C,$9
1204185,3@:,branch,06/04/2014,C,$6
1204186,H;9,mobile,12/02/2012,C,$32
1204187,Y@M,mobile,09/12/2014,D,$1
1204188,GD@,online,27/01/2012,D,$22
1204189,X;/,mobile,16/08/2013,C,$10
1204190,0N=,branch,28/09/2012,D,$28
1204191,O@J,mobile,09/12/2013,C,$38
1204192,W>S,mobile,26/05/2013,C,$6
1204193,OE9,mobile,16/05/2013,D,$11
1204194,?D.,online,12/07/2014,C,$49
1204195,=.P,online,11/01/2013,D,$2
1204196,I9B,online,07/04/2012,C,$40
1204197,-0W,online,24/09/2012,C,$18
1204198,-PW,mobile,05/04/2012,C,$2
1204199,Z.3,mobile,12/11/2013,D,$1
1204200,@5J,online,19/12/2012,C,$2
1204201,4A;,mobile,14/09/2012,C,$18
1204202,:FE,branch,15/01/2012,D,$31
1204203,8ZC,mobile,20/04/2014,C,$22
1204204,N6U,mobile,21/12/2013,D,$46
1204205,Q4?,mobile,28/02/2012,C,$18
1204206,=DH,online,10/07/2012,C,$30
1204207,>Z<,online,26/07/2014,C,$1
1204208,I6G,online,11/11/2013,D,$41
1204209,4WM,online,02/02/2014,D,$25
1204210,Z77,mobile,15/03/2014,C,$4
1204211,A0C,mobile,15/08/2014,D,$24
1204212,TT2,online,01/02/2012,C,$42
1204213,QYH,mobile,28/07/2012,C,$10
1204214,H<X,branch,20/03/2012,D,$10
1204215,.IO,mobile,21/08/2014,C,$7
1204216,SUJ,mobile,10/05/2014,D,$11
1204217,TNX,online,25/12/2014,C,$29
1204218,/69,mobile,24/08/2013,C,$3
1204219,=IU,branch,20/04/2014,C,$26
1204220,;XQ,mobile,08/10/2014,D,$30
1204221,P?V,mobile,16/03/2013,C,$11
1204222,5G@,mobile,21/07/2014,C,$37
1204223,DTS,online,18/09/2014,D,$49
1204224,7Q>,online,27/11/2012,C,$3
1204225,=23,online,16/09/2012,D,$1
1204226,XS7,online,27/05/2013,C,$18
1204227,UJ2,mobile,08/04/2012,C,$32
1204228,>3J,mobile,13/04/2012,C,$31
1204229,6G.,online,11/11/2014,D,$27
1204230,5.-,mobile,07/01/2013,D,$34
1204231,3SB,branch,24/10/2012,C,$50
1204232,<2C,mobile,13/07/2013,D,$44
1204233,RK=,mobile,17/08/2012,C,$41
1204234,L-7,mobile,28/04/2014,C,$3
1204235,1CG,online,26/02/2014,D,$37
1204236,TRG,online,18/11/2012,C,$21
1204237,<7I,online,24/02/2012,D,$8
1204238,HIM,online,09/07/2012,C,$49
1204239,=Z1,mobile,14/06/2013,C,$15
1204240,2R:,mobile,03/02/2012,C,$35
1204241,9DH,online,27/04/2014,D,$30
1204242,U@-,mobile,03/04/2014,C,$18
1204243,ARI,branch,23/04/2013,C,$46
1204244,R:I,mobile,25/09/2013,D,$40
1204245,8/5,mobile,26/03/2013,C,$11
1204246,QUQ,online,01/08/2012,D,$5
1204247,6UV,mobile,14/10/2013,C,$26
1204248,R-M,branch,27/09/2013,C,$4
1204249,550,mobile,08/07/2014,C,$49
1204250,AG4,mobile,09/01/2012,D,$46
1204251,K99,mobile,13/08/2012,D,$34
1204252,/DF,online,15/07/2014,C,$4
1204253,LBW,online,03/09/2014,D,$45
1204254,Q3B,online,27/04/2012,C,$28
1204255,P?M,online,27/05/2013,C,$34
1204256,2>P,mobile,18/07/2013,D,$20
1204257,D19,mobile,10/03/2013,C,$2
1204258,>UR,online,09/07/2012,D,$48
1204259,4<J,mobile,28/11/2012,C,$22
1204260,PJ.,branch,02/12/2013,C,$17
1204261,NU>,mobile,12/01/2013,C,$27
1204262,UTN,mobile,28/02/2014,D,$17
1204263,5Y5,mobile,20/08/2012,C,$32
1204264,Q4.,online,01/02/2012,C,$35
1204265,30@,online,11/02/2012,D,$21
1204266,0<:,online,16/09/2012,C,$27
1204267,F8N,online,23/11/2014,D,$5
1204268,B36,mobile,02/01/2013,C,$16
1204269,OH0,mobile,14/09/2013,C,$10
1204270,UQ/,online,02/08/2012,C,$35
1204271,U@M,mobile,03/07/2013,D,$1
1204272,/J5,branch,11/08/2014,D,$20
1204273,S@3,mobile,22/09/2014,C,$30
1204274,=:<,mobile,04/11/2014,D,$38
1204275,75-,online,02/09/2014,C,$27
1204276,T/-,mobile,08/12/2013,C,$26
1204277,9Y2,branch,10/10/2012,D,$13
1204278,<3S,mobile,22/08/2013,C,$1
1204279,4AG,mobile,17/04/2012,D,$49
1204280,TC>,mobile,08/01/2014,C,$6
1204281,OW3,online,24/12/2014,C,$29
1204282,N8H,online,21/05/2012,C,$32
1204283,@X0,online,28/01/2012,D,$23
1204284,8Y=,online,19/10/2013,C,$22
1204285,7HO,mobile,17/04/2014,C,$46
1204286,>71,mobile,06/10/2013,D,$34
1204287,J12,online,13/01/2014,C,$48
1204288,6P:,mobile,13/05/2014,D,$6
1204289,;S>,branch,28/08/2012,C,$18
1204290,WMU,mobile,06/03/2013,C,$1
1204291,8R@,mobile,24/10/2012,C,$39
1204292,PML,mobile,13/11/2013,D,$43
1204293,N<X,online,14/06/2014,D,$29
1204294,A@2,online,19/02/2014,C,$48
1204295,8ZV,online,15/08/2012,D,$16
1204296,CGP,online,14/11/2012,C,$28
1204297,QLV,mobile,19/10/2013,C,$23
1204298,JCO,mobile,04/09/2012,D,$7
1204299,<R:,online,07/08/2013,C,$12
1204300,NK:,mobile,23/11/2014,D,$1
1204301,>=<,branch,25/01/2014,C,$4
1204302,XS=,mobile,18/01/2012,C,$1
1204303,U-O,mobile,27/07/2014,C,$17
1204304,:XO,online,05/08/2013,D,$2
1204305,IQ?,mobile,09/02/2012,C,$40
1204306,?M8,branch,22/10/2014,C,$46
1204307,G4H,mobile,26/01/2012,D,$14
1204308,R-F,mobile,14/01/2013,C,$11
1204309,IO?,mobile,12/03/2012,D,$7
1204310,KU-,online,15/05/2013,C,$26
1204311,6-I,online,11/07/2014,C,$27
1204312,?S<,online,16/12/2012,C,$41
1204313,Q@0,online,23/01/2012,D,$30
1204314,H-=,mobile,18/04/2014,D,$23
1204315,V5N,mobile,23/09/2014,C,$47
1204316,I?H,online,06/08/2014,D,$5
1204317,RM5,mobile,22/02/2014,C,$31
1204318,M=9,branch,02/08/2014,C,$42
1204319,2PP,mobile,09/11/2013,D,$41
1204320,<EL,mobile,09/02/2012,C,$47
1204321,L;W,mobile,06/12/2012,D,$42
1204322,L6<,online,02/12/2013,C,$35
1204323,P7H,online,23/12/2013,C,$49
1204324,@V;,online,23/08/2012,C,$11
1204325,08S,online,21/11/2012,D,$1
1204326,JYA,mobile,06/04/2014,C,$6
1204327,AXB,mobile,26/10/2014,C,$6
1204328,H?F,online,14/11/2014,D,$50
1204329,L=>,mobile,13/10/2013,C,$19
1204330,WFI,branch,12/01/2014,D,$41
1204331,VT?,mobile,20/05/2012,C,$27
1204332,IA<,mobile,10/06/2012,C,$42
1204333,QPV,online,09/09/2013,C,$43
1204334,?3C,mobile,11/07/2013,D,$45
1204335,GGX,branch,08/10/2012,D,$25
1204336,.=U,mobile,25/07/2012,C,$30
1204337,QTW,mobile,02/03/2012,D,$23
1204338,2SE,mobile,13/05/2013,C,$25
1204339,8-.,online,10/06/2014,C,$1
1204340,@-2,online,28/07/2014,D,$47
1204341,GOV,online,08/04/2012,C,$19
1204342,N:V,online,01/12/2012,D,$24
1204343,N4W,mobile,18/12/2014,C,$44
1204344,IN3,mobile,02/02/2014,C,$26
1204345,14@,online,04/10/2014,C,$12
1204346,NAT,mobile,15/08/2013,D,$20
1204347,JLO,branch,03/10/2012,C,$2
1204348,5LT,mobile,23/03/2012,C,$39
1204349,:9;,mobile,26/10/2012,D,$50
1204350,P/E,mobile,06/04/2013,C,$48
1204351,M<8,online,05/08/2013,D,$47
1204352,DN=,online,02/07/2014,C,$35
1204353,@CG,online,06/04/2012,C,$14
1204354,0GR,online,25/01/2013,C,$37
1204355,PC5,mobile,26/01/2013,D,$4
1204356,LQ6,mobile,02/07/2014,D,$49
1204357,7CM,online,05/10/2013,C,$44
1204358,TI<,mobile,01/06/2012,D,$35
1204359,HXW,branch,22/09/2013,C,$16
1204360,QAH,mobile,01/11/2014,C,$15
1204361,UG?,mobile,20/02/2014,D,$17
1204362,8WO,online,18/03/2012,C,$23
1204363,0<R,mobile,24/03/2012,D,$45
1204364,RHD,branch,12/09/2014,C,$9
1204365,3U3,mobile,03/11/2012,C,$13
1204366,4KV,mobile,13/03/2014,C,$37
1204367,Z-7,mobile,13/11/2013,D,$28
1204368,MFM,online,01/06/2012,C,$22
1204369,/>;,online,14/12/2013,C,$14
1204370,C.K,online,09/08/2014,D,$43
1204371,9.1,online,25/05/2013,C,$3
1204372,D>A,mobile,18/03/2012,D,$19
1204373,MY;,mobile,26/09/2013,C,$49
1204374,N@<,online,17/06/2014,C,$18
1204375,GAK,mobile,15/04/2012,C,$26
1204376,158,branch,18/06/2013,D,$13
1204377,EZF,mobile,26/01/2013,D,$15
1204378,.X;,mobile,27/12/2014,C,$10
1204379,P8D,mobile,23/11/2012,D,$7
1204380,9A3,online,11/03/2012,C,$20
1204381,S?:,online,24/10/2013,C,$34
1204382,/6P,online,28/08/2012,D,$49
1204383,TB@,online,17/02/2012,C,$13
1204384,@?W,mobile,02/02/2013,D,$16
1204385,0GB,mobile,05/08/2012,C,$31
1204386,L<0,online,13/01/2014,C,$32
1204387,UEQ,mobile,08/05/2012,C,$27
1204388,/J1,branch,25/10/2014,D,$10
1204389,OVG,mobile,06/05/2014,C,$42
1204390,4ER,mobile,12/12/2013,C,$26
1204391,.M4,online,26/08/2014,D,$12
1204392,WM2,mobile,16/09/2013,C,$27
1204393,@NV,branch,18/02/2013,D,$49
1204394,X8I,mobile,26/11/2013,C,$14
1204395,K9S,mobile,15/06/2014,C,$26
1204396,MMQ,mobile,15/04/2014,C,$31
1204397,YMN,online,07/09/2013,D,$37
1204398,3VI,online,09/12/2012,D,$21
1204399,3NA,online,19/01/2012,C,$14
1204400,M=4,online,28/02/2012,D,$2
1204401,18O,mobile,09/02/2012,C,$4
1204402,1M6,mobile,28/07/2012,C,$18
1204403,I38,online,17/09/2014,D,$41
1204404,6//,mobile,01/04/2013,C,$49
1204405,V;C,branch,27/04/2013,D,$15
1204406,WK@,mobile,27/12/2013,C,$1
1204407,2G7,mobile,23/02/2012,C,$39
1204408,JDA,mobile,09/01/2013,C,$47
1204409,7T.,online,23/07/2014,D,$27
1204410,4-O,online,01/10/2014,C,$47
1204411,HCO,online,13/03/2012,C,$49
1204412,?MY,online,03/04/2012,D,$37
1204413,W15,mobile,13/03/2013,C,$33
1204414,9U8,mobile,27/06/2012,D,$19
1204415,U.1,online,05/04/2014,C,$48
1204416,8R;,mobile,26/12/2014,C,$39
1204417,3GA,branch,13/03/2014,C,$44
1204418,TMM,mobile,22/02/2012,D,$5
1204419,HFA,mobile,26/01/2014,D,$44
1204420,A3Q,online,07/02/2013,C,$45
1204421,KRK,mobile,16/11/2013,D,$31
1204422,L54,branch,17/07/2013,C,$39
1204423,2F=,mobile,20/11/2012,C,$4
1204424,N6S,mobile,01/11/2013,D,$49
1204425,=NL,mobile,15/03/2012,C,$9
1204426,6D0,online,19/02/2012,D,$33
1204427,W@8,online,20/08/2012,C,$6
1204428,7-;,online,10/09/2013,C,$2
1204429,BJU,online,13/12/2012,C,$16
1204430,P6Z,mobile,26/11/2012,D,$48
1204431,YY3,mobile,28/02/2012,C,$18
1204432,2JR,online,08/11/2013,C,$37
1204433,IZM,mobile,05/10/2014,D,$32
1204434,5X=,branch,11/07/2013,C,$14
1204435,2SW,mobile,04/01/2013,D,$22
1204436,=2P,mobile,02/09/2014,C,$11
1204437,BQR,mobile,10/06/2014,C,$16
1204438,LI7,online,11/02/2014,C,$46
1204439,EZU,online,23/06/2012,D,$19
1204440,WR0,online,03/05/2013,D,$22
1204441,:@U,online,07/09/2014,C,$48
1204442,;1:,mobile,10/06/2012,D,$12
1204443,6=4,mobile,27/04/2013,C,$8
1204444,2GN,online,21/10/2012,C,$1
1204445,L>R,mobile,10/07/2014,D,$16
1204446,;:F,branch,17/02/2012,C,$37
1204447,U8/,mobile,19/02/2013,D,$50
1204448,07H,mobile,05/06/2014,C,$12
1204449,UV.,online,02/10/2014,C,$26
1204450,JJF,mobile,12/06/2013,C,$14
1204451,86L,branch,20/08/2012,D,$39
1204452,-DP,mobile,14/06/2013,C,$28
1204453,KAL,mobile,20/03/2012,C,$46
1204454,:LB,mobile,19/12/2012,D,$25
1204455,1ET,online,17/09/2014,C,$38
1204456,;TY,online,03/02/2012,D,$5
1204457,JQD,online,13/07/2014,C,$17
1204458,UZ3,online,05/04/2012,C,$50
1204459,NYG,mobile,08/12/2012,C,$9
1204460,P5@,mobile,13/04/2014,D,$11
1204461,4=5,online,15/07/2013,D,$36
1204462,3ED,mobile,05/04/2012,C,$47
1204463,W>:,branch,02/06/2014,D,$35
1204464,RIR,mobile,21/07/2013,C,$20
1204465,H7A,mobile,05/10/2014,C,$10
1204466,NWS,mobile,23/08/2014,D,$27
1204467,PF0,online,24/08/2013,C,$11
1204468,JM5,online,06/02/2012,D,$21
1204469,VRC,online,10/05/2014,C,$29
1204470,VT3,online,20/03/2014,C,$21
1204471,XB:,mobile,03/05/2014,C,$37
1204472,BY2,mobile,01/04/2014,D,$19
1204473,3NI,online,16/06/2014,C,$35
1204474,X<P,mobile,18/03/2014,C,$45
1204475,C-U,branch,05/05/2014,D,$44
1204476,-61,mobile,02/04/2013,C,$15
1204477,CIX,mobile,12/04/2014,D,$44
1204478,9DB,online,21/12/2012,C,$38
1204479,ZE.,mobile,20/02/2012,C,$6
1204480,Y;Z,branch,02/07/2013,C,$22
1204481,ZKA,mobile,01/06/2012,D,$37
1204482,VVE,mobile,28/02/2013,D,$28
1204483,>;M,mobile,03/10/2013,C,$40
1204484,/K-,online,02/05/2012,D,$33
1204485,I7J,online,09/03/2013,C,$2
1204486,MDY,online,15/11/2014,C,$21
1204487,RT2,online,07/06/2014,D,$41
1204488,ZT-,mobile,21/10/2014,C,$6
1204489,T;@,mobile,17/09/2013,D,$39
1204490,QSP,online,10/11/2014,C,$24
1204491,HQA,mobile,26/09/2013,C,$34
1204492,TZJ,branch,17/09/2014,C,$5
1204493,AGM,mobile,10/10/2013,D,$49
1204494,..E,mobile,28/02/2013,C,$50
1204495,B<=,mobile,27/12/2013,C,$27
1204496,W13,online,10/06/2012,D,$9
1204497,WIJ,online,01/04/2013,C,$2
1204498,O-?,online,26/05/2014,D,$48
1204499,TBW,online,22/02/2013,C,$40
1204500,NQ9,mobile,16/05/2013,C,$37
1204501,=JI,mobile,09/02/2012,C,$4
1204502,8V-,online,16/09/2014,D,$6
1204503,MN<,mobile,24/10/2014,D,$22
1204504,GK-,branch,15/11/2014,C,$35
1204505,:95,mobile,23/02/2013,D,$19
1204506,=97,mobile,11/04/2013,C,$50
1204507,.5E,online,10/09/2013,C,$32
1204508,HWA,mobile,13/04/2012,D,$27
1204509,6GV,branch,17/08/2012,C,$29
1204510,0B;,mobile,06/08/2012,D,$24
1204511,VBG,mobile,07/03/2013,C,$19
1204512,/WU,mobile,10/04/2014,C,$35
1204513,<4P,online,25/06/2014,C,$22
1204514,C:W,online,25/03/2012,D,$49
1204515,C29,online,22/08/2012,C,$27
1204516,4WD,online,01/12/2012,C,$18
1204517,T.V,mobile,09/08/2013,D,$25
1204518,2TG,mobile,26/06/2012,C,$13
1204519,84P,online,21/03/2012,D,$14
1204520,E/8,mobile,03/05/2013,C,$24
1204521,D=9,branch,19/06/2013,C,$41
1204522,1/O,mobile,20/03/2012,C,$17
1204523,7@C,mobile,19/05/2012,D,$14
1204524,1JL,mobile,26/03/2013,D,$46
1204525,I4Q,online,05/10/2014,C,$17
1204526,T6>,online,02/09/2012,D,$9
1204527,?7L,online,07/09/2014,C,$32
1204528,K>B,online,21/05/2014,C,$15
1204529,T;S,mobile,25/01/2014,D,$14
1204530,N>-,mobile,07/01/2013,C,$17
1204531,YOG,online,18/04/2012,D,$28
1204532,-BU,mobile,24/11/2014,C,$37
1204533,:CC,branch,05/02/2013,C,$34
1204534,U.P,mobile,17/09/2012,C,$28
1204535,5ZI,mobile,25/02/2012,D,$44
1204536,WKM,online,22/06/2012,C,$27
1204537,S.M,mobile,19/03/2014,C,$9
1204538,G@B,branch,22/04/2014,D,$41
1204539,9K@,mobile,14/04/2013,C,$42
1204540,6@A,mobile,12/05/2013,D,$14
1204541,<8U,mobile,01/06/2012,C,$6
1204542,FP1,online,22/11/2012,C,$40
1204543,Q/C,online,18/11/2012,C,$42
1204544,TY/,online,08/04/2012,D,$39
1204545,DV9,online,20/03/2013,D,$32
1204546,A4R,mobile,27/05/2014,C,$24
1204547,>5-,mobile,04/05/2014,D,$20
1204548,6?T,online,21/02/2013,C,$26
1204549,CC9,mobile,04/11/2012,C,$3
1204550,OO0,branch,03/02/2014,D,$32
1204551,AV6,mobile,02/05/2014,C,$44
1204552,51Q,mobile,02/03/2013,D,$41
1204553,6W1,mobile,28/01/2012,C,$24
1204554,69B,online,20/04/2012,C,$24
1204555,3CI,online,13/09/2012,C,$8
1204556,UWF,online,23/01/2014,D,$6
1204557,Q-<,online,09/04/2014,C,$38
1204558,HD8,mobile,15/03/2012,C,$20
1204559,P65,mobile,17/11/2013,D,$38
1204560,J57,online,13/12/2014,C,$20
1204561,P@F,mobile,26/08/2013,D,$19
1204562,ODI,branch,19/04/2012,C,$5
1204563,OX-,mobile,26/07/2012,C,$26
1204564,W@E,mobile,14/05/2013,C,$16
1204565,0G5,online,17/11/2013,D,$13
1204566,R11,mobile,17/04/2012,D,$47
1204567,KUC,branch,09/09/2012,C,$43
1204568,KXQ,mobile,17/09/2013,D,$27
1204569,??5,mobile,10/03/2013,C,$6
1204570,5OW,mobile,10/06/2012,C,$49
1204571,4.H,online,02/03/2012,D,$11
1204572,XBD,online,07/05/2013,C,$4
1204573,MS3,online,20/08/2012,D,$31
1204574,PIJ,online,14/10/2012,C,$43
1204575,:DM,mobile,05/01/2012,C,$27
1204576,W<G,mobile,07/12/2013,C,$47
1204577,B=@,online,24/05/2012,D,$12
1204578,:HZ,mobile,15/07/2013,C,$34
1204579,Z85,branch,16/09/2014,C,$2
1204580,39A,mobile,04/03/2014,D,$24
1204581,ISM,mobile,02/12/2013,C,$19
1204582,CSR,mobile,03/09/2013,D,$32
1204583,ULF,online,16/04/2013,C,$47
1204584,G6:,online,04/05/2014,C,$46
1204585,82M,online,17/06/2013,C,$26
1204586,W>D,online,04/02/2014,D,$5
1204587,.MY,mobile,28/01/2013,D,$48
1204588,V<9,mobile,26/08/2013,C,$28
1204589,KL2,online,07/04/2013,D,$2
1204590,GVD,mobile,09/12/2014,C,$34
1204591,-R.,branch,19/09/2014,C,$48
1204592,1-.,mobile,22/07/2012,D,$48
1204593,R?A,mobile,20/01/2014,C,$22
1204594,3AX,online,22/04/2012,D,$48
1204595,HZ<,mobile,16/05/2014,C,$42
1204596,CM>,branch,15/11/2013,C,$26
1204597,--Z,mobile,22/05/2014,C,$42
1204598,HM7,mobile,19/06/2013,D,$43
1204599,;4L,mobile,21/04/2012,C,$46
1204600,:G2,online,15/10/2014,C,$48
1204601,RR>,online,24/09/2013,D,$34
1204602,T:-,online,10/11/2013,C,$26
1204603,II4,online,16/11/2014,D,$48
1204604,8DO,mobile,07/08/2013,C,$17
1204605,>5Y,mobile,20/03/2012,C,$5
1204606,=9Z,online,16/02/2012,C,$20
1204607,04Q,mobile,16/04/2012,D,$3
1204608,LDY,branch,25/02/2013,D,$16
1204609,;PH,mobile,05/08/2012,C,$29
1204610,610,mobile,05/04/2013,D,$32
1204611,=.<,mobile,04/10/2014,C,$2
1204612,T-4,online,25/09/2012,C,$49
1204613,GZ-,online,06/05/2013,D,$10
1204614,@Z3,online,09/12/2012,C,$45
1204615,8?X,online,04/07/2014,D,$32
1204616,JU@,mobile,10/09/2013,C,$37
1204617,@8L,mobile,03/05/2013,C,$39
1204618,DMT,online,11/02/2012,C,$23
1204619,L?Y,mobile,16/10/2014,D,$38
1204620,@5>,branch,08/02/2014,C,$26
1204621,<6W,mobile,14/03/2014,C,$29
1204622,4;K,mobile,01/06/2014,D,$49
1204623,DTJ,online,03/12/2014,C,$41
1204624,FNA,mobile,17/04/2013,D,$25
1204625,S4C,branch,10/06/2014,C,$7
1204626,DZN,mobile,21/05/2014,C,$16
1204627,XF.,mobile,20/02/2014,C,$42
1204628,.KV,mobile,17/12/2013,D,$10
1204629,H?S,online,17/07/2014,D,$29
1204630,HP.,online,03/01/2014,C,$17
1204631,N@V,online,14/03/2013,D,$27
1204632,;K:,online,15/03/2014,C,$44
1204633,JQN,mobile,14/06/2012,C,$2
1204634,;96,mobile,09/05/2012,D,$34
1204635,CQI,online,06/09/2012,C,$50
1204636,5/.,mobile,05/05/2012,D,$44
1204637,5FA,branch,22/03/2012,C,$20
1204638,V.<,mobile,22/02/2012,C,$20
1204639,0?Q,mobile,27/12/2013,C,$6
1204640,=3I,mobile,16/02/2013,D,$43
1204641,YO/,online,19/04/2014,C,$31
1204642,0WE,online,25/02/2013,C,$9
1204643,B-3,online,13/02/2012,D,$21
1204644,KG6,online,12/03/2013,C,$49
1204645,PG-,mobile,24/03/2013,D,$37
1204646,2RT,mobile,13/04/2014,C,$7
1204647,->O,online,23/04/2013,C,$7
